restaurant_name,location,cuisines,rate,approx_cost_for_two,online_order,book_table,price_segment,rating_category
Talk Over Table,Jeevan Bhima Nagar,Cafe,4.0,500,No,No,Low,High Rating
Chefkraft,Indiranagar,"Continental, Fast Food, Salad",3.9,800,No,No,Mid,Average
New Punjabi Hotel,Indiranagar,"North Indian, Chinese",3.7,300,No,No,Low,Average
Nandhini Paradise,Indiranagar,North Indian,3.7,600,No,Yes,Mid,Average
The ThickShake Factory,Indiranagar,"Beverages, Juices",4.0,350,No,No,Low,High Rating
Lakeview Milkbar,Indiranagar,"Fast Food, Desserts, Cafe",2.9,600,No,No,Mid,Low Rating
California Burrito,Domlur,"Mexican, Fast Food",4.1,400,No,No,Low,High Rating
Madurai Idly Shop,Indiranagar,South Indian,3.8,200,No,No,Low,Average
J's Cafe,Indiranagar,"Cafe, Continental",3.9,700,No,No,Mid,Average
Calcutta Victoria Chat House,Jeevan Bhima Nagar,Street Food,3.6,150,No,No,Low,Average
Bengaluru House,Jeevan Bhima Nagar,South Indian,3.7,500,No,No,Low,Average
Frootality,Indiranagar,"Healthy Food, Beverages",4.0,400,No,No,Low,High Rating
Fazzito Kitchen,Thippasandra,North Indian,3.8,700,No,No,Mid,Average
Tempteys,Indiranagar,"Desserts, Beverages",4.1,400,Yes,No,Low,High Rating
New Shanthi Sagar,Domlur,"North Indian, South Indian, Chinese, Fast Food, Beverages, Desserts, Street Food",2.8,450,No,No,Low,Low Rating
Allahabadi Tadaka,Domlur,North Indian,3.0,250,No,No,Low,Average
Avanti Indian Barbeque & Grill,Domlur,North Indian,3.4,1100,No,No,Premium,Average
Biryani Club,Jeevan Bhima Nagar,"South Indian, Biryani",2.9,400,No,No,Low,Low Rating
Kanti's,Thippasandra,"Mithai, Street Food",3.1,300,No,No,Low,Average
Bhikaram Chandmal Bhujiawala,Jeevan Bhima Nagar,"North Indian, Mithai",3.7,200,No,No,Low,Average
New Khaayaal's Restaurant,CV Raman Nagar,"North Indian, Chinese, Rolls",3.0,500,No,No,Low,Average
The Tower Of Pizza,Jeevan Bhima Nagar,"Pizza, Italian",2.8,500,No,No,Low,Low Rating
White Olives,Thippasandra,"Chinese, North Indian",3.4,300,No,No,Low,Average
Late Night,Domlur,"North Indian, Chinese",2.8,500,No,No,Low,Low Rating
Eggzotic,Domlur,"North Indian, Chinese, Biryani, Fast Food",3.9,500,No,No,Low,Average
Kerala Vibes,Jeevan Bhima Nagar,Kerala,3.6,500,No,No,Low,Average
Breadworks,Indiranagar,"Bakery, Cafe",2.9,500,Yes,No,Low,Low Rating
Cilantro,Koramangala 4th Block,"European, American, Continental, North Indian, Steak",4.0,1500,Yes,Yes,Premium,High Rating
Vinny's,Domlur,"Burger, Desserts, Italian, Pizza, Salad",4.1,600,Yes,No,Mid,High Rating
Le Gateau - The Cake Shop,Old Airport Road,"Desserts, Bakery",4.4,600,Yes,No,Mid,High Rating
Sweet Truth,Old Airport Road,"Bakery, Desserts",4.3,500,Yes,No,Low,High Rating
Anand Sweets and Savouries,Old Airport Road,"Mithai, Fast Food",4.0,400,Yes,No,Low,High Rating
Kanti Sweets,Old Airport Road,"Mithai, Street Food",4.1,400,Yes,No,Low,High Rating
The Leela Cake Shop - The Leela Palace,Old Airport Road,"Desserts, Bakery",3.9,1200,No,No,Premium,Average
The Chocolate Heaven,Old Airport Road,"Desserts, Cafe, Italian, Beverages",3.8,700,Yes,No,Mid,Average
Juicy,Old Airport Road,"Beverages, Juices, Fast Food",3.8,200,Yes,No,Low,Average
Amma's Pastries,Thippasandra,"Bakery, Desserts",4.0,400,No,No,Low,High Rating
Gooey & Fluffy,Thippasandra,"Desserts, Bakery",3.9,200,Yes,No,Low,Average
Laddoos,Jeevan Bhima Nagar,"North Indian, Street Food, Mithai",2.9,250,Yes,No,Low,Low Rating
Kanti's,Thippasandra,"Mithai, Street Food",3.1,300,No,No,Low,Average
Bhikaram Chandmal Bhujiawala,Jeevan Bhima Nagar,"North Indian, Mithai",3.7,200,No,No,Low,Average
The Pizza Bakery,Indiranagar,"Italian, Pizza, Beverages",4.8,1200,Yes,Yes,Premium,High Rating
Corner House Ice Cream,Indiranagar,"Ice Cream, Desserts",4.7,400,Yes,No,Low,High Rating
Lavonne,Indiranagar,"Cafe, Desserts",4.4,800,No,No,Mid,High Rating
Smoor,Indiranagar,"Desserts, Cafe, Beverages",4.6,900,Yes,No,Mid,High Rating
Lazy Suzy,Indiranagar,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European",4.3,1000,Yes,Yes,Mid,High Rating
Natural Ice Cream,Indiranagar,"Ice Cream, Beverages",4.6,200,No,No,Low,High Rating
Waffle Magic,Indiranagar,"Cafe, Desserts",4.2,700,No,No,Mid,High Rating
XO Belgian Waffle,Indiranagar,"Desserts, Beverages",4.4,400,Yes,No,Low,High Rating
GMT - Gelateria Montecatini Terme,Indiranagar,"Desserts, Ice Cream",4.4,300,Yes,No,Low,High Rating
Keventers,Indiranagar,"Beverages, Desserts, Ice Cream",4.0,400,Yes,No,Low,High Rating
Mama Mia!,Indiranagar,"Desserts, Cafe",4.3,400,Yes,No,Low,High Rating
Gobble Up Churros Cafe,Indiranagar,"Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish",4.3,400,Yes,No,Low,High Rating
Bite Me Cupcakes,Indiranagar,Desserts,4.2,300,Yes,No,Low,High Rating
Brownie Heaven,Indiranagar,Desserts,4.3,300,Yes,No,Low,High Rating
Chantilly,Indiranagar,"Cafe, Bakery",4.1,450,Yes,No,Low,High Rating
Django,Indiranagar,"Beverages, Italian, Pizza, Burger",4.0,800,Yes,Yes,Mid,High Rating
The Waffles Hut,Indiranagar,Desserts,4.0,400,Yes,No,Low,High Rating
Warm Oven,Domlur,"Bakery, Desserts",4.3,500,Yes,No,Low,High Rating
Namdhari's Salad Bar,Indiranagar,"Salad, Fast Food",3.9,400,No,No,Low,Average
The Rolling Pin,Indiranagar,"Bakery, Desserts",4.1,400,No,No,Low,High Rating
The Ganache Factory,Domlur,"Desserts, Bakery",4.1,400,Yes,No,Low,High Rating
Salt Mango Tree,Indiranagar,Kerala,4.2,800,Yes,Yes,Mid,High Rating
Grubhouse,Indiranagar,"Cafe, Continental",4.1,800,Yes,No,Mid,High Rating
Eddy's Cafe,Indiranagar,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts",4.1,750,Yes,No,Mid,High Rating
Roll Over,Indiranagar,"Ice Cream, Beverages, Fast Food",4.2,500,Yes,No,Low,High Rating
Krispy Kreme,Indiranagar,"Desserts, Beverages",4.1,300,Yes,No,Low,High Rating
Lakeview Milkbar,Indiranagar,"Fast Food, Desserts, Cafe",2.9,600,No,No,Mid,Low Rating
The Belgian Waffle Co.,Indiranagar,"Desserts, Beverages",4.0,350,Yes,No,Low,High Rating
The French Loaf,Indiranagar,"Bakery, Desserts, Sandwich",3.5,400,Yes,No,Low,Average
All Shook Up!,Domlur,"Desserts, Beverages",3.9,300,Yes,No,Low,Average
Under The Tree,Domlur,"Desserts, Juices, Fast Food",3.0,200,Yes,No,Low,Average
Troll,Indiranagar,"Desserts, Ice Cream",3.8,300,Yes,No,Low,Average
Chai Cafe,Indiranagar,Cafe,3.9,200,No,No,Low,Average
La Madeleine Patisserie,Indiranagar,Bakery,3.9,200,No,No,Low,Average
Tempteys,Indiranagar,"Desserts, Beverages",4.1,300,Yes,No,Low,High Rating
Breadworks,Indiranagar,"Bakery, Cafe",2.9,500,Yes,No,Low,Low Rating
New Shanthi Sagar,Domlur,"North Indian, South Indian, Chinese, Fast Food, Beverages, Desserts, Street Food",2.8,450,No,No,Low,Low Rating
Big Pitcher,Old Airport Road,"American, Continental, North Indian, Mediterranean",4.6,1800,No,Yes,Premium,High Rating
Citrus - The Leela Palace,Old Airport Road,"North Indian, Italian, Asian, Continental, Mediterranean",4.2,3500,No,Yes,Premium,High Rating
Jamavar - The Leela Palace,Old Airport Road,"North Indian, South Indian",4.2,4000,No,Yes,Premium,High Rating
Zaitoon,Old Airport Road,"BBQ, Arabian, Chinese, North Indian, Desserts",4.3,1000,Yes,Yes,Mid,High Rating
CloudNYN - Sterling Mac Hotel,Old Airport Road,Finger Food,4.0,1000,No,No,Mid,High Rating
Limelight - Royal Orchid Hotel,Old Airport Road,"Continental, North Indian",3.9,2200,No,Yes,Premium,Average
20 Char - Sterlings MAC Hotel,Old Airport Road,"Chinese, Continental, North Indian, South Indian, Arabian",4.0,1400,No,Yes,Premium,High Rating
Tiger Trail - Royal Orchid Hotel,Old Airport Road,North Indian,4.1,2000,No,Yes,Premium,High Rating
Hyderabad Biryaani House,Old Airport Road,"Biryani, North Indian, Chinese",3.9,700,Yes,No,Mid,Average
Le Cirque Signature - The Leela Palace,Old Airport Road,"French, Italian",4.3,6000,No,Yes,Premium,High Rating
Zen - The Leela Palace,Old Airport Road,"Thai, Japanese, Chinese",4.2,3500,No,Yes,Premium,High Rating
XU,Old Airport Road,"European, Spanish, Continental, Italian",3.9,2400,No,Yes,Premium,Average
Hello Resto-Pub,Old Airport Road,Continental,4.1,900,Yes,Yes,Mid,High Rating
Shebestan - Sterlings MAC Hotel,Old Airport Road,Arabian,4.2,1500,No,Yes,Premium,High Rating
Rahhams,Old Airport Road,"Mughlai, North Indian, Chinese",2.8,700,Yes,No,Mid,Low Rating
Suchithra Biryani House,Old Airport Road,"Andhra, Biryani, North Indian",3.7,450,No,No,Low,Average
Shanmukha,Old Airport Road,"Biryani, Andhra, North Indian, Chinese",3.8,800,Yes,No,Mid,Average
Sri Udupi Park,Old Airport Road,"South Indian, North Indian, Chinese, Beverages",3.7,300,Yes,No,Low,Average
One Chu Restaurant,Old Airport Road,"Chinese, Momos",3.9,600,Yes,No,Mid,Average
Status,Old Airport Road,"Chinese, North Indian",3.6,550,Yes,No,Mid,Average
Gurukrupa Paratha House,Old Airport Road,"North Indian, Chinese",3.9,400,Yes,No,Low,Average
Pizza Hut,Old Airport Road,"Pizza, Fast Food",3.7,750,Yes,No,Mid,Average
Ginseng - Royal Orchid Hotel,Old Airport Road,"Chinese, Thai, Asian",3.9,1900,No,Yes,Premium,Average
Library Bar - The Leela Palace,Old Airport Road,Finger Food,3.9,3000,No,No,Premium,Average
Palki Restaurant,Old Airport Road,"North Indian, Chinese, Biryani, Mangalorean",2.8,500,No,No,Low,Low Rating
Chatora Singh,Old Airport Road,"North Indian, Fast Food",3.9,200,Yes,No,Low,Average
KFC,Old Airport Road,"Burger, Fast Food",3.9,400,Yes,No,Low,Average
Ramji Chaiwale,Old Airport Road,"Beverages, Fast Food",3.9,250,Yes,No,Low,Average
Hotel Salala,Old Airport Road,"North Indian, South Indian, Chinese, Biryani",3.8,400,No,No,Low,Average
Bhookha Sher,Old Airport Road,"North Indian, Fast Food",3.2,350,Yes,No,Low,Average
The Punjabi Bites,Old Airport Road,North Indian,3.9,150,No,No,Low,Average
Sri Udupi Park,Old Airport Road,"South Indian, North Indian, Chinese, Beverages",4.0,300,No,No,Low,High Rating
Domino's Pizza,Old Airport Road,"Pizza, Fast Food",2.8,400,Yes,No,Low,Low Rating
New Punjabi Hotel,Old Airport Road,"North Indian, Chinese",3.2,400,Yes,No,Low,Average
The Chocolate Heaven,Old Airport Road,"Desserts, Cafe, Italian, Beverages",3.8,700,Yes,No,Mid,Average
McDonald's,Old Airport Road,"Burger, Fast Food",3.0,500,Yes,No,Low,Average
Faasos,Old Airport Road,"North Indian, Biryani, Fast Food",3.9,500,Yes,No,Low,Average
Zawaa Foods,Old Airport Road,"Continental, South Indian, North Indian, Arabian",3.5,400,Yes,No,Low,Average
Andhra Ruchulu,Old Airport Road,"Andhra, North Indian",4.0,400,Yes,No,Low,High Rating
Meat And Eat (ME),Old Airport Road,"Fast Food, Burger",3.6,500,No,No,Low,Average
Mac Fast Food,Old Airport Road,"Fast Food, Chinese",2.8,400,No,No,Low,Low Rating
Desi Bytes,Old Airport Road,"North Indian, Chinese",3.1,450,Yes,No,Low,Average
Srinidhi Sagar,Old Airport Road,"South Indian, North Indian, Chinese",3.9,250,Yes,No,Low,Average
Plantain Leaf,Thippasandra,"Andhra, Chinese, North Indian, Biryani",3.9,600,Yes,No,Mid,Average
Rannaghar,Jeevan Bhima Nagar,"North Indian, Bengali, Chinese",3.9,600,Yes,No,Mid,Average
Beijing Bites,Jeevan Bhima Nagar,"Chinese, Thai",3.2,850,Yes,No,Mid,Average
Bekal,Jeevan Bhima Nagar,"Kerala, Mangalorean, Seafood",4.0,700,Yes,No,Mid,High Rating
The Biryanis,Jeevan Bhima Nagar,"Andhra, Biryani, North Indian",3.8,500,Yes,No,Low,Average
Mani's Dum Biryani,Jeevan Bhima Nagar,"Biryani, Andhra",4.0,750,Yes,No,Mid,High Rating
Talk Over Table,Jeevan Bhima Nagar,Cafe,4.0,500,No,No,Low,High Rating
Mood For Food,Jeevan Bhima Nagar,"North Indian, Biryani",4.0,800,Yes,No,Mid,High Rating
Delicacy,Jeevan Bhima Nagar,"Chinese, Thai, Momos",3.9,500,Yes,No,Low,Average
Green Pepper,Jeevan Bhima Nagar,"Seafood, South Indian, Chinese, Kerala",3.9,600,Yes,No,Mid,Average
Coast,Jeevan Bhima Nagar,"Seafood, Mangalorean, North Indian, Biryani",3.2,750,Yes,No,Mid,Average
Red Chilliez,Thippasandra,"North Indian, Chinese, Seafood, Mangalorean",3.5,650,Yes,No,Mid,Average
Sree Spicy Hub,Jeevan Bhima Nagar,"Andhra, Biryani, South Indian",3.9,600,Yes,No,Mid,Average
Bengaluru House,Jeevan Bhima Nagar,South Indian,3.7,500,No,No,Low,Average
Malabar,Jeevan Bhima Nagar,"Kerala, Seafood, Biryani",3.0,400,Yes,No,Low,Average
Fazzito Kitchen,Thippasandra,North Indian,3.8,700,No,No,Mid,Average
Kaayal,Jeevan Bhima Nagar,"Kerala, Chinese",3.2,500,Yes,No,Low,Average
Chakh Le Foods,Jeevan Bhima Nagar,"North Indian, Mughlai, Bengali, Chinese",3.4,500,Yes,Yes,Low,Average
Aathurar,Jeevan Bhima Nagar,"Chettinad, Biryani, South Indian, Seafood",3.3,600,Yes,No,Mid,Average
Kerala Vibes,Jeevan Bhima Nagar,Kerala,3.6,500,No,No,Low,Average
Leon Grill,Jeevan Bhima Nagar,"Burger, Fast Food",4.2,500,Yes,No,Low,High Rating
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,Thippasandra,"Fast Food, Sandwich",4.4,800,Yes,No,Mid,High Rating
Chandni Chowk 2 Bangalore,Jeevan Bhima Nagar,"North Indian, Rolls",4.2,400,Yes,No,Low,High Rating
Motis Kitchen,Thippasandra,"South Indian, Kerala, Biryani",4.1,350,Yes,No,Low,High Rating
Cafe Grill,Jeevan Bhima Nagar,"Chinese, North Indian, Rolls",4.1,300,Yes,No,Low,High Rating
Samosa Party,Jeevan Bhima Nagar,"Street Food, Fast Food",4.1,150,Yes,No,Low,High Rating
Spicy Corner,Jeevan Bhima Nagar,"Street Food, Fast Food",3.9,250,Yes,No,Low,Average
Red Kitchen,Jeevan Bhima Nagar,"North Indian, South Indian, Chinese",3.4,200,Yes,No,Low,Average
Snacks Joint,Jeevan Bhima Nagar,Fast Food,3.7,150,Yes,No,Low,Average
Bharpur Aahar,Jeevan Bhima Nagar,"North Indian, Chinese",3.9,200,Yes,No,Low,Average
Taza Tawa,Jeevan Bhima Nagar,"North Indian, Chinese, Kebab, Beverages",3.8,550,Yes,No,Mid,Average
Laddoos,Jeevan Bhima Nagar,"North Indian, Street Food, Mithai",2.9,250,Yes,No,Low,Low Rating
Hotel Karavali,Jeevan Bhima Nagar,"Biryani, North Indian, Mangalorean, Seafood",3.7,450,Yes,No,Low,Average
Johny's Kitchen,Jeevan Bhima Nagar,"North Indian, South Indian",4.1,300,Yes,No,Low,High Rating
Bob's Restaurant,Jeevan Bhima Nagar,"North Indian, Chinese",4.0,500,Yes,No,Low,High Rating
Sagar Deluxe,Jeevan Bhima Nagar,"South Indian, North Indian, Chinese",3.4,350,Yes,No,Low,Average
Calcutta Victoria Chat House,Jeevan Bhima Nagar,Street Food,3.6,150,No,No,Low,Average
Nizaam's Kaati Rolls & Kebabs,Jeevan Bhima Nagar,"Street Food, North Indian, Rolls",3.7,450,Yes,No,Low,Average
Shri Krishna Bhavan,Thippasandra,"South Indian, Chinese, North Indian, Street Food",3.7,350,No,No,Low,Average
No More Hungry,Jeevan Bhima Nagar,North Indian,3.3,450,Yes,No,Low,Average
Mukati Kitchen,Thippasandra,"North Indian, Continental, Chinese, Italian",3.7,500,Yes,No,Low,Average
Biryani Club,Jeevan Bhima Nagar,"South Indian, Biryani",2.9,400,No,No,Low,Low Rating
Bhikaram Chandmal Bhujiawala,Jeevan Bhima Nagar,"North Indian, Mithai",3.7,200,No,No,Low,Average
Bun Maska Chai,Jeevan Bhima Nagar,"Street Food, Fast Food",3.9,250,Yes,No,Low,Average
Roti Shotti,Jeevan Bhima Nagar,North Indian,3.8,400,Yes,No,Low,Average
Thunder Fried Chicken,Jeevan Bhima Nagar,"North Indian, Biryani, Mughlai, Rolls",3.6,350,Yes,No,Low,Average
Barbeque Nation,Indiranagar,"North Indian, European, Mediterranean, BBQ, Kebab",4.7,1600,No,Yes,Premium,High Rating
Bob's Bar,Indiranagar,"South Indian, Finger Food",4.3,1000,No,No,Mid,High Rating
Dindigul Thalappakatti,Indiranagar,"Biryani, Chinese, North Indian, South Indian",4.3,800,Yes,No,Mid,High Rating
Burma Burma,Indiranagar,"Asian, Burmese",4.7,1500,Yes,No,Premium,High Rating
Bombay Brasserie,Indiranagar,Modern Indian,4.4,1800,Yes,No,Premium,High Rating
Vapour Pub & Brewery,Indiranagar,"North Indian, Continental, Chinese",4.2,1400,No,Yes,Premium,High Rating
Nevermind - Bar & Social,Indiranagar,"Continental, Asian, Modern Indian",4.4,2000,No,Yes,Premium,High Rating
The Fatty Bao - Asian Gastro Bar,Indiranagar,"Japanese, Sushi, Asian",4.6,1200,Yes,No,Premium,High Rating
Delhi Highway,Indiranagar,"North Indian, Mughlai",4.4,1500,Yes,Yes,Premium,High Rating
LOFT38,Indiranagar,"Italian, BBQ, Asian, Fast Food",4.3,1900,No,Yes,Premium,High Rating
The Black Rabbit,Indiranagar,"Continental, Finger Food",4.3,1500,No,Yes,Premium,High Rating
1131 Bar + Kitchen,Indiranagar,"Continental, Asian, Italian, North Indian",4.4,1500,No,Yes,Premium,High Rating
The Pizza Bakery,Indiranagar,"Italian, Pizza, Beverages",4.8,1200,Yes,Yes,Premium,High Rating
Smoke House Deli,Indiranagar,"European, Italian, Desserts, Salad, Juices, Steak",4.6,1600,Yes,Yes,Premium,High Rating
Tipsy Bull - The Bar Exchange,Indiranagar,"Chinese, Continental, North Indian, Mexican",4.6,1400,No,Yes,Premium,High Rating
Chianti,Indiranagar,Italian,4.6,1500,No,Yes,Premium,High Rating
Sly Granny - The Community House,Indiranagar,"Modern Indian, European, American",4.5,2500,No,Yes,Premium,High Rating
BTDT? Been There Done That,Indiranagar,"European, Continental, Asian, Finger Food",4.3,1300,No,Yes,Premium,High Rating
SantÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Spa Cuisine,Indiranagar,"Healthy Food, Salad, Mediterranean",4.9,1000,No,Yes,Mid,High Rating
Little Italy,Indiranagar,"Italian, Pizza, Mexican",4.2,1400,Yes,Yes,Premium,High Rating
MISU,Indiranagar,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",4.4,1700,Yes,Yes,Premium,High Rating
Mainland China,Indiranagar,Chinese,4.4,1700,Yes,Yes,Premium,High Rating
Tandoori Taal,Indiranagar,"Biryani, North Indian",4.3,900,Yes,Yes,Mid,High Rating
Dhaba - Estd 1986 Delhi,Indiranagar,"North Indian, Mughlai, Desserts",4.4,1500,Yes,Yes,Premium,High Rating
Bricklane,Indiranagar,"Italian, Mediterranean, Pizza",4.2,1500,No,Yes,Premium,High Rating
Urban Tamaasha,Indiranagar,"North Indian, Chinese, Continental",4.1,1200,Yes,Yes,Premium,High Rating
Tippler,Indiranagar,"Russian, Continental, North Indian",4.2,1300,No,Yes,Premium,High Rating
Monkey Bar,Indiranagar,"American, Asian, European, North Indian",4.3,1400,Yes,No,Premium,High Rating
Bhartiya Jalpan,Indiranagar,"North Indian, Street Food",4.1,700,No,No,Mid,High Rating
Pasta Street,Indiranagar,"Italian, Pizza, Salad",4.5,1300,Yes,Yes,Premium,High Rating
Mamagoto,Indiranagar,"Asian, Thai, Chinese, BBQ, Momos",4.4,1600,Yes,Yes,Premium,High Rating
Bologna,Indiranagar,Italian,4.5,1000,No,Yes,Mid,High Rating
Ciclo Cafe,Indiranagar,"Cafe, Italian, American",4.3,1000,Yes,No,Mid,High Rating
Nando's,Indiranagar,"Portuguese, Wraps, Burger, Salad",4.3,1200,Yes,No,Premium,High Rating
Phobidden Fruit,Indiranagar,"Vietnamese, Salad",4.4,1100,No,No,Premium,High Rating
Lazy Suzy,Indiranagar,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European",4.4,1000,Yes,Yes,Mid,High Rating
Ministry of Food - Hilton Bangalore Embassy GolfLinks,Domlur,"North Indian, Asian, South Indian, Italian, European",4.2,3000,No,Yes,Premium,High Rating
Lono,Indiranagar,"Continental, Modern Indian",4.2,1500,No,Yes,Premium,High Rating
Oye Amritsar,Indiranagar,North Indian,3.9,600,Yes,Yes,Mid,Average
The Humming Tree,Indiranagar,"Fast Food, European",4.0,2000,No,No,Premium,High Rating
NH8,Indiranagar,Rajasthani,4.1,800,Yes,Yes,Mid,High Rating
Murphy's Brewhouse - The Paul Bangalore,Domlur,"Continental, North Indian, Finger Food",4.3,1700,No,Yes,Premium,High Rating
Empire Restaurant,Indiranagar,"North Indian, Mughlai, South Indian, Chinese",4.1,750,Yes,No,Mid,High Rating
Peacock,Indiranagar,"North Indian, BBQ, Mughlai",4.0,1200,Yes,Yes,Premium,High Rating
Pot Biryani,Domlur,"North Indian, Chinese, Biryani, Seafood",3.9,600,Yes,No,Mid,Average
Southindies,Indiranagar,"South Indian, Chettinad, Kerala, Sri Lankan",4.0,800,No,Yes,Mid,High Rating
Nandhana Palace,Indiranagar,"Andhra, Biryani, North Indian, Chinese",4.2,800,No,Yes,Mid,High Rating
Haute,Indiranagar,"Continental, European, Asian, Seafood, Spanish",4.5,1200,No,Yes,Premium,High Rating
Loveshack,Domlur,"Continental, Pizza, North Indian, Goan, Cafe",4.0,1600,No,Yes,Premium,High Rating
Sanchez Taqueria & Cantina,Indiranagar,"Mexican, Tex-Mex",4.4,800,No,No,Mid,High Rating
Chai Days,Indiranagar,"Cafe, Tea, Beverages, Fast Food",4.5,200,Yes,No,Low,High Rating
Swing,Indiranagar,"North Indian, Chinese, Mangalorean",3.8,1000,No,Yes,Mid,Average
Plan B,Indiranagar,"Continental, BBQ, Steak",4.1,1100,No,No,Premium,High Rating
Aaha Andhra,Indiranagar,"Andhra, Biryani, North Indian",4.2,900,No,No,Mid,High Rating
House Of Seitan,Indiranagar,"Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad",4.0,700,Yes,No,Mid,High Rating
Forage,Indiranagar,"Healthy Food, Beverages, European, Salad",4.2,1500,No,Yes,Premium,High Rating
Bean Flickers,Indiranagar,"Cafe, American, Fast Food, Coffee, Continental",4.3,700,Yes,No,Mid,High Rating
Jonah's,Indiranagar,"Italian, Seafood, American, Continental",4.1,1100,Yes,Yes,Premium,High Rating
Agent Jack's Bar,Indiranagar,"Continental, North Indian, Italian",4.1,1300,No,Yes,Premium,High Rating
Hangover,Indiranagar,"Thai, Chinese, North Indian, Continental, Steak",4.0,1500,Yes,Yes,Premium,High Rating
Sherlock's Pub,Indiranagar,"Continental, North Indian, Chinese",4.0,1500,No,Yes,Premium,High Rating
Cup Chronicles Cafe,Indiranagar,"Continental, Desserts, Beverages",3.9,450,Yes,Yes,Low,Average
Anjappar,Indiranagar,"Chettinad, South Indian",3.8,650,No,No,Mid,Average
Tea Brew,Indiranagar,"Cafe, Continental, Momos, Italian, North Indian",4.1,500,Yes,No,Low,High Rating
Infinitea Tea Room & Tea Store,Indiranagar,"Continental, Cafe, Desserts, Salad, Momos",4.3,1000,Yes,Yes,Mid,High Rating
The Kebab Room - Restaurant & Brewery,Indiranagar,"Mughlai, North Indian",4.0,1000,No,Yes,Mid,High Rating
Jimi's Beer Cafe,Indiranagar,"American, North Indian, Chinese",3.9,1800,No,Yes,Premium,Average
Xtreme Sports Bar,Indiranagar,"Continental, Chinese, North Indian",3.7,1500,No,Yes,Premium,Average
Waffle Magic,Indiranagar,"Cafe, Desserts",4.2,700,No,No,Mid,High Rating
